cycle,time,voltage,current,temperature
0,0.0,4.179799607333447,-0.0023663271409738672,24.277567510331888
0,16.781,4.179823027658306,0.00043376246575117864,24.27707330832413
0,35.702999999999996,3.9665283685688166,-2.0142423415428303,24.36622585182878
0,53.781,3.9458859882991613,-2.0087296073197716,24.515123435801662
0,71.922,3.9303537466390357,-2.013381378519876,24.67605287856964
0,90.094,3.9174399235159867,-2.0111917462614883,24.8530245741061
0,108.281,3.906451470006246,-2.0100069208746696,25.01892935538669
0,126.453,3.896510623104837,-2.0102788456963476,25.204448740845717
0,144.641,3.8879937138495344,-2.0079976278000093,25.380116610944686
0,162.844,3.8802003211628104,-2.012028836618633,25.554437060224867
0,181.016,3.872695127235228,-2.0123663361285087,25.732284211503167
0,199.219,3.866087035361467,-2.0125709529732196,25.903401769522002
0,217.391,3.859562311237139,-2.0098902161553194,26.06527513883876
0,235.594,3.853444618698134,-2.010511601238965,26.2180105437821
0,253.75,3.847748314775122,-2.0096753347156824,26.368551958333896
0,271.984,3.842070396147108,-2.0088411873869814,26.54170053480889
0,290.141,3.8369146412040247,-2.010977176877463,26.69100912224661
0,308.359,3.831429658132371,-2.009842642038659,26.85610106826922
0,326.5,3.8264661074406834,-2.012514410368993,27.008016900269162
0,344.75,3.8216842954418633,-2.0108365825122116,27.163718920659072
0,362.906,3.8174615445199778,-2.0101121803293727,27.300066708179365
0,381.047,3.8126716134919936,-2.0108562124061646,27.438378308786444
0,399.187,3.8082615553031314,-2.008740026260878,27.582159859507318
0,417.281,3.8038203308118375,-2.008618182884703,27.714147424531564
0,435.484,3.7995523807898506,-2.009912703907149,27.855995819952046
0,453.672,3.7953479585870458,-2.013653646829646,27.99383370148869
0,471.812,3.7911015352347888,-2.0103990350364733,28.130780968189395
0,490.203,3.786654181722956,-2.012087428455751,28.256091690854024
0,508.344,3.78222399653424,-2.0108696778067032,28.397944168638062
0,526.625,3.777943089688442,-2.010739853601522,28.518643851558018
0,544.922,3.773571684619463,-2.0119506468370143,28.65900495752598
0,563.125,3.769455305117511,-2.011016293898552,28.768568584594217
0,581.406,3.7650114252817923,-2.010484271711796,28.877964684223056
0,599.656,3.7609337827132197,-2.010008262089587,28.979308664737708
0,617.875,3.756919302370183,-2.0099804415918885,29.083348809414574
0,636.047,3.7526600236214787,-2.011510171725644,29.185543819807208
0,654.422,3.7489551296520838,-2.0102938680667455,29.277660911010464
0,672.594,3.7448142726054465,-2.011007361835341,29.365782070840396
0,690.812,3.7409301353784294,-2.010389509032384,29.439180779054592
0,708.937,3.737184426570919,-2.0106994455810208,29.50265863635673
0,727.266,3.732898642666765,-2.0098952394920566,29.569321894921092
0,745.578,3.7293388649674406,-2.012823553218338,29.6197425932741
0,763.797,3.725455288395225,-2.012296451604971,29.680008310168276
0,782.109,3.7218249911596026,-2.010416756580865,29.721655484384833
0,800.484,3.7181530364784514,-2.013910939515751,29.771807322332037
0,818.797,3.7139874041748913,-2.0112413927478467,29.81616660969945
0,837.016,3.7103372589603207,-2.0096877042002097,29.85049843504057
0,855.25,3.7067205224458237,-2.0115861998572027,29.88859462352036
0,873.578,3.7030497051390165,-2.010212904684271,29.924372516319348
0,891.812,3.6994261820070897,-2.0093978479021333,29.96838389253214
0,910.141,3.69582078737188,-2.0122426773307702,29.98854152028214
0,928.391,3.692364843190289,-2.0102096304792423,30.02071552190541
0,946.719,3.688647354737765,-2.010432091858669,30.060782511986446
0,965.047,3.685300920763861,-2.012483247878929,30.098986702630565
